"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File"
1971,"TO11","TO","20260330",5,34,549,552,"Eastern Towhee",0.8592,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-11_20260330_053400_001_C86.wav"
1972,"TO12","TO","20260328",6,37,3165,3168,"Eastern Towhee",0.2942,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260328_063702.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-12_20260328_063702_001_C29.wav"
1973,"IF03","IF","20260307",6,7,810,813,"Eastern Towhee",0.9318,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-28_20260307_060700_001_C93.wav"
1974,"IF02","IF","20260314",6,57,3081,3084,"Eastern Towhee",0.3018,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260314_065702.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-26_20260314_065702_001_C30.wav"
1975,"RE07","RE","20260418",6,8,252,255,"Eastern Towhee",0.864,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260418_060802.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-23_20260418_060802_001_C86.wav"
1976,"IF05","IF","20260315",5,51,2070,2073,"Eastern Towhee",0.6321,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260315_055100.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-22_20260315_055100_001_C63.wav"
1977,"IF08","IF","20260305",7,9,2421,2424,"Eastern Towhee",0.5733,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260305_070902.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-33_20260305_070902_001_C57.wav"
1978,"IF03","IF","20260421",5,4,1224,1227,"Eastern Towhee",0.4589,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_050400.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-28_20260421_050400_001_C46.wav"
1979,"IF08","IF","20260302",6,13,2043,2046,"Eastern Towhee",0.681,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260302_061300.wav",9,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-33_20260302_061300_001_C68.wav"
1980,"RE05","RE","20260315",8,41,495,498,"Eastern Towhee",0.5402,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260315_084102.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-21_20260315_084102_001_C54.wav"
1981,"RE07","RE","20260418",6,8,255,258,"Eastern Towhee",0.5108,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260418_060802.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-23_20260418_060802_001_C51.wav"
1982,"RE08","RE","20260428",5,56,378,381,"Eastern Towhee",0.8271,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_055602.wav",17,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-30_20260428_055602_001_C83.wav"
1983,"TO02","TO","20260330",5,34,2430,2433,"Eastern Towhee",0.654,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-02_20260330_053400_001_C65.wav"
1984,"IF05","IF","20260414",5,13,2226,2229,"Eastern Towhee",0.4999,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260414_051300.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-22_20260414_051300_001_C50.wav"
1985,"TO09","TO","20260410",5,19,939,942,"Eastern Towhee",0.7705,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260410_051900.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-09_20260410_051900_001_C77.wav"
1986,"TO10","TO","20260307",6,7,885,888,"Eastern Towhee",0.7869,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-10_20260307_060700_001_C79.wav"
1987,"RE07","RE","20260418",6,8,3459,3462,"Eastern Towhee",0.5434,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260418_060802.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-23_20260418_060802_001_C54.wav"
1988,"TO03","TO","20260307",6,7,3282,3285,"Eastern Towhee",0.8563,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-03_20260307_060700_001_C86.wav"
1989,"RE05","RE","20260313",17,41,2142,2145,"Eastern Towhee",0.7042,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260313_174102.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-21_20260313_174102_001_C70.wav"
1990,"RE05","RE","20260313",8,41,690,693,"Eastern Towhee",0.6411,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260313_084102.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-21_20260313_084102_001_C64.wav"
1991,"TO02","TO","20260330",5,34,2625,2628,"Eastern Towhee",0.6789,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-02_20260330_053400_001_C68.wav"
1992,"TO08","TO","20260313",5,58,2892,2895,"Eastern Towhee",0.3026,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_055800.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-08_20260313_055800_001_C30.wav"
1993,"TO11","TO","20260330",5,34,468,471,"Eastern Towhee",0.5506,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-11_20260330_053400_001_C55.wav"
1994,"TO01","TO","20260325",18,1,225,228,"Eastern Towhee",0.5232,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_180100.wav",12,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-01_20260325_180100_001_C52.wav"
1995,"IF06","IF","20260429",4,55,2649,2652,"Eastern Towhee",0.811,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-31_20260429_045500_001_C81.wav"
1996,"RE09","RE","20260420",5,5,1713,1716,"Eastern Towhee",0.6921,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-25_20260420_050500_001_C69.wav"
1997,"TO10","TO","20260307",6,7,2019,2022,"Eastern Towhee",0.443,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-10_20260307_060700_001_C44.wav"
1998,"IF08","IF","20260306",6,8,978,981,"Eastern Towhee",0.9543,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260306_060800.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-33_20260306_060800_001_C95.wav"
1999,"TO03","TO","20260307",7,7,228,231,"Eastern Towhee",0.9204,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_070702.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-03_20260307_070702_001_C92.wav"
2000,"RE09","RE","20260420",5,5,246,249,"Eastern Towhee",0.8437,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-25_20260420_050500_001_C84.wav"
2001,"IF07","IF","20260304",19,18,1929,1932,"Engine",0.2802,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260304_191802.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-32_20260304_191802_001_C28.wav"
2002,"RE08","RE","20260402",5,30,1500,1503,"Engine",0.5561,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260402_053000.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-30_20260402_053000_001_C56.wav"
2003,"IF07","IF","20260306",19,18,699,702,"Engine",0.7498,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260306_191802.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-32_20260306_191802_001_C75.wav"
2004,"IF08","IF","20260304",6,11,2118,2121,"Engine",0.2513,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260304_061100.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-33_20260304_061100_001_C25.wav"
2005,"IF05","IF","20260312",20,50,144,147,"Engine",0.331,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_205000.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-22_20260312_205000_001_C33.wav"
2006,"TO07","TO","20260409",23,13,12,15,"Engine",0.3447,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_231300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260409_231300_001_C34.wav"
2007,"RE09","RE","20260311",7,1,1266,1269,"Engine",0.8469,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-25_20260311_070102_001_C85.wav"
2008,"TO03","TO","20260315",6,51,1563,1566,"Engine",0.2686,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_065102.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-03_20260315_065102_001_C27.wav"
2009,"TO13","TO","20260426",21,27,138,141,"Engine",0.7258,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260426_212700.wav",17,NA,"D:/BirdNet_Validations/Engine/SMM2-13_20260426_212700_001_C73.wav"
2010,"IF03","IF","20260310",7,3,2007,2010,"Engine",0.6068,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260310_070302.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-28_20260310_070302_001_C61.wav"
2011,"TO04","TO","20260302",9,59,1296,1299,"Engine",0.5466,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260302_095902.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-04_20260302_095902_001_C55.wav"
2012,"IF07","IF","20260307",17,18,1722,1725,"Engine",0.805,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260307_171802.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-32_20260307_171802_001_C80.wav"
2013,"TO03","TO","20260402",1,6,150,153,"Engine",0.3022,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260402_010600.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-03_20260402_010600_001_C30.wav"
2014,"TO07","TO","20260409",23,13,168,171,"Engine",0.5731,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_231300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260409_231300_001_C57.wav"
2015,"TO14","TO","20260410",20,14,204,207,"Engine",0.5616,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260410_201400.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-14_20260410_201400_001_C56.wav"
2016,"TO14","TO","20260416",0,18,42,45,"Engine",0.6139,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260416_001800.wav",16,NA,"D:/BirdNet_Validations/Engine/SMM2-14_20260416_001800_001_C61.wav"
2017,"TO04","TO","20260302",15,59,3060,3063,"Engine",0.5469,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260302_155902.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-04_20260302_155902_001_C55.wav"
2018,"TO02","TO","20260311",2,48,249,252,"Engine",0.358,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260311_024800.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-02_20260311_024800_001_C36.wav"
2019,"TO11","TO","20260413",5,15,1560,1563,"Engine",0.6111,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260413_051500.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-11_20260413_051500_001_C61.wav"
2020,"RE05","RE","20260311",13,41,513,516,"Engine",0.905,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260311_134102.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-21_20260311_134102_001_C90.wav"
2021,"TO06","TO","20260404",5,27,1803,1806,"Engine",0.3153,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-06_20260404_052700_001_C32.wav"
2022,"IF02","IF","20260312",21,50,270,273,"Engine",0.4148,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260312_215000.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-26_20260312_215000_001_C41.wav"
2023,"TO07","TO","20260409",23,13,297,300,"Engine",0.3622,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_231300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260409_231300_001_C36.wav"
2024,"RE05","RE","20260311",14,41,1143,1146,"Engine",0.5458,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260311_144102.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-21_20260311_144102_001_C55.wav"
2025,"RE08","RE","20260411",4,14,282,285,"Engine",0.3835,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_041400.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-30_20260411_041400_001_C38.wav"
2026,"RE08","RE","20260312",20,50,153,156,"Engine",0.57,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260312_205000.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-30_20260312_205000_001_C57.wav"
2027,"TO13","TO","20260426",19,27,174,177,"Engine",0.2939,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260426_192700.wav",17,NA,"D:/BirdNet_Validations/Engine/SMM2-13_20260426_192700_001_C29.wav"
2028,"RE08","RE","20260411",3,14,297,300,"Engine",0.2692,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_031400.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-30_20260411_031400_001_C27.wav"
2029,"RE08","RE","20260411",4,14,216,219,"Engine",0.7257,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_041400.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-30_20260411_041400_001_C73.wav"
2030,"TO03","TO","20260402",6,30,1146,1149,"Engine",0.2975,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-03_20260402_063002_001_C30.wav"
2031,"TO07","TO","20260409",23,13,30,33,"Engine",0.5274,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_231300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260409_231300_001_C53.wav"
2032,"TO05","TO","20260319",2,55,189,192,"Engine",0.2519,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260319_025500.wav",12,NA,"D:/BirdNet_Validations/Engine/SMM2-05_20260319_025500_001_C25.wav"
2033,"RE05","RE","20260315",17,41,2808,2811,"Engine",0.7601,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260315_174102.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-21_20260315_174102_001_C76.wav"
2034,"TO07","TO","20260412",3,15,216,219,"Engine",0.523,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260412_031500.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260412_031500_001_C52.wav"
2035,"TO04","TO","20260302",14,59,654,657,"Engine",0.556,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260302_145902.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-04_20260302_145902_001_C56.wav"
2036,"TO06","TO","20260404",21,9,165,168,"Engine",0.2601,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260404_210900.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-06_20260404_210900_001_C26.wav"
2037,"TO11","TO","20260413",6,15,294,297,"Engine",0.4155,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260413_061502.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-11_20260413_061502_001_C42.wav"
2038,"IF02","IF","20260405",21,10,246,249,"Engine",0.3514,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260405_211000.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-26_20260405_211000_001_C35.wav"
2039,"TO04","TO","20260302",16,59,1842,1845,"Engine",0.7246,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260302_165902.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-04_20260302_165902_001_C72.wav"
2040,"TO04","TO","20260301",15,59,654,657,"Engine",0.352,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260301_155902.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-04_20260301_155902_001_C35.wav"
2041,"TO12","TO","20260315",20,52,177,180,"Engine",0.2533,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260315_205200.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-12_20260315_205200_001_C25.wav"
2042,"TO07","TO","20260409",23,13,192,195,"Engine",0.6964,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_231300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260409_231300_001_C70.wav"
2043,"TO05","TO","20260319",0,55,78,81,"Engine",0.2877,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260319_005500.wav",12,NA,"D:/BirdNet_Validations/Engine/SMM2-05_20260319_005500_001_C29.wav"
2044,"IF03","IF","20260417",21,20,0,3,"Engine",0.3597,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_212000.wav",16,NA,"D:/BirdNet_Validations/Engine/SMM2-28_20260417_212000_001_C36.wav"
2045,"TO10","TO","20260317",6,53,738,741,"Engine",0.2657,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260317_065302.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-10_20260317_065302_001_C27.wav"
2046,"TO11","TO","20260418",23,20,102,105,"Engine",0.5909,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260418_232000.wav",16,NA,"D:/BirdNet_Validations/Engine/SMM2-11_20260418_232000_001_C59.wav"
2047,"TO06","TO","20260406",18,10,216,219,"Engine",0.4084,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_181000.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-06_20260406_181000_001_C41.wav"
2048,"TO07","TO","20260412",0,15,84,87,"Engine",0.3609,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260412_001500.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260412_001500_001_C36.wav"
2049,"TO09","TO","20260410",0,13,141,144,"Engine",0.3344,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260410_001300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-09_20260410_001300_001_C33.wav"
2050,"TO10","TO","20260319",1,55,174,177,"Engine",0.517,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260319_015500.wav",12,NA,"D:/BirdNet_Validations/Engine/SMM2-10_20260319_015500_001_C52.wav"
2051,"TO07","TO","20260409",23,13,39,42,"Engine",0.5216,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_231300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-07_20260409_231300_001_C52.wav"
2052,"TO09","TO","20260410",2,13,198,201,"Engine",0.2884,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260410_021300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-09_20260410_021300_001_C29.wav"
2053,"TO05","TO","20260319",23,56,87,90,"Engine",0.3031,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260319_235600.wav",12,NA,"D:/BirdNet_Validations/Engine/SMM2-05_20260319_235600_001_C30.wav"
2054,"TO03","TO","20260307",17,45,153,156,"Engine",0.3466,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_174500.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-03_20260307_174500_001_C35.wav"
2055,"RE08","RE","20260402",6,30,3057,3060,"Engine",0.3709,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-30_20260402_063002_001_C37.wav"
2056,"RE05","RE","20260311",4,41,1047,1050,"Engine",0.7105,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260311_044102.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-21_20260311_044102_001_C71.wav"
2057,"TO09","TO","20260410",1,13,180,183,"Engine",0.2702,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260410_011300.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-09_20260410_011300_001_C27.wav"
2058,"TO12","TO","20260310",20,48,231,234,"Engine",0.3835,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260310_204800.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-12_20260310_204800_001_C38.wav"
2059,"TO09","TO","20260411",22,15,204,207,"Engine",0.2692,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260411_221500.wav",15,NA,"D:/BirdNet_Validations/Engine/SMM2-09_20260411_221500_001_C27.wav"
2060,"TO03","TO","20260402",6,30,804,807,"Engine",0.2996,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Engine/SMM2-03_20260402_063002_002_C30.wav"
2061,"TO14","TO","20260304",1,42,180,183,"Engine",0.7585,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_014200.wav",9,NA,"D:/BirdNet_Validations/Engine/SMM2-14_20260304_014200_001_C76.wav"
2062,"RE09","RE","20260311",7,1,3357,3360,"Engine",0.5392,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Engine/SMM2-25_20260311_070102_001_C54.wav"
2063,"TO02","TO","20260312",1,49,189,192,"Engine",0.3598,"Engine","Anthropogenic","Anthropogenic","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260312_014900.wav",11,NA,"D:/BirdNet_Validations/Engine/SMM2-02_20260312_014900_001_C36.wav"
